N,N_V9,N_V832_error,N_v832_correct,description
18633,68951,18633,8633,GEOGKEY matches
33957,68952,33957,23957,GEOGKEY matches
31307,68953,31307,21307,GEOGKEY matches
30638,68954,30638,20638,GEOGKEY matches
33962,68955,33962,23962,GEOGKEY matches
36772,68956,36772,26772,GEOGKEY matches
34246,68957,34246,24246,GEOGKEY matches
33931,68958,33931,23931,GEOGKEY matches
32245,68959,32245,22245,GEOGKEY matches
34317,68961,34317,24317,GEOGKEY matches
32239,68962,32239,22239,GEOGKEY matches
34009,68963,34009,24009,GEOGKEY matches
34419,68964,34419,24419,GEOGKEY matches
32231,68965,32231,22231,GEOGKEY matches
36043,68966,36043,26043,GEOGKEY matches
33889,68967,33889,23889,GEOGKEY matches
33888,68968,33888,23888,GEOGKEY matches
33887,68969,33887,23887,GEOGKEY matches
32266,68970,32266,22266,GEOGKEY matches
34333,68971,34333,24333,GEOGKEY matches
32225,68972,32225,22225,GEOGKEY matches
30387,68973,30387,20387,GEOGKEY matches
36110,68974,36110,26110,GEOGKEY matches
35408,68975,35408,25408,"Moved Node, Good Guess"
32223,68976,32223,22223,GEOGKEY matches
35829,68977,35829,25829,GEOGKEY matches
32403,68978,32403,22403,GEOGKEY matches
35589,68979,35589,25589,GEOGKEY matches
35237,68980,35237,25237,GEOGKEY matches
36338,68981,36338,26338,GEOGKEY matches
35828,68982,35828,25828,GEOGKEY matches
35834,68983,35834,25834,GEOGKEY matches
33930,68984,33930,23930,GEOGKEY matches
34106,68986,34106,24106,GEOGKEY matches
33961,68987,33961,23961,GEOGKEY matches
32288,68988,32288,22288,GEOGKEY matches
35870,68989,35870,25870,GEOGKEY matches
34463,68990,34463,24463,GEOGKEY matches
34049,68991,34049,24049,GEOGKEY matches
33955,68992,33955,23955,GEOGKEY matches
32323,68993,32323,22323,GEOGKEY matches
35837,68994,35837,25837,GEOGKEY matches
33956,68995,33956,23956,GEOGKEY matches
35836,68996,35836,25836,GEOGKEY matches
35597,68997,35597,25597,GEOGKEY matches
32319,68998,32319,22319,GEOGKEY matches
35835,68999,35835,25835,GEOGKEY matches
35838,69000,35838,25838,GEOGKEY matches
35460,69001,35460,25460,GEOGKEY matches
35453,69002,35453,25453,GEOGKEY matches
35446,69003,35446,25446,GEOGKEY matches
35454,69004,35454,25454,GEOGKEY matches
35762,69005,35762,25762,GEOGKEY matches
35461,69006,35461,25461,GEOGKEY matches
36169,69007,36169,26169,GEOGKEY matches
35587,69008,35587,25587,GEOGKEY matches
36469,69009,36469,26469,GEOGKEY matches
35588,69010,35588,25588,GEOGKEY matches
35664,69011,35664,25664,GEOGKEY matches
35462,69012,35462,25462,GEOGKEY matches
35742,69013,35742,25742,GEOGKEY matches
35084,69014,35084,25084,GEOGKEY matches
34467,69015,34467,24467,GEOGKEY matches
32226,69016,32226,22226,GEOGKEY matches
36013,69017,36013,26013,GEOGKEY matches
36111,69018,36111,26111,GEOGKEY matches
35458,69019,35458,25458,GEOGKEY matches
32256,69020,32256,22256,GEOGKEY matches
34320,69021,34320,24320,GEOGKEY matches
32217,69022,32217,22217,GEOGKEY matches
32407,69023,32407,22407,GEOGKEY matches
35381,69024,35381,25381,GEOGKEY matches
34464,69025,34464,24464,GEOGKEY matches
32221,69026,32221,22221,GEOGKEY matches
32259,69027,32259,22259,GEOGKEY matches
30637,69028,30637,20637,GEOGKEY matches
35463,69029,35463,25463,GEOGKEY matches
18641,69031,18641,8641,GEOGKEY matches
36339,69032,36339,26339,GEOGKEY matches
40443,69033,40443,30443,GEOGKEY matches
32281,69034,32281,22281,GEOGKEY matches
32275,69036,32275,22275,GEOGKEY matches
33574,69037,33574,23574,GEOGKEY matches
35586,69038,35586,25586,GEOGKEY matches
32270,69039,32270,22270,GEOGKEY matches
33575,69040,33575,23575,GEOGKEY matches
32267,69041,32267,22267,GEOGKEY matches
35457,69042,35457,25457,GEOGKEY matches
32238,69043,32238,22238,GEOGKEY matches
36011,69044,36011,26011,GEOGKEY matches
34166,69045,34166,24166,GEOGKEY matches
32250,69046,32250,22250,GEOGKEY matches
32232,69047,32232,22232,GEOGKEY matches
32227,69048,32227,22227,GEOGKEY matches
31542,69049,31542,21542,GEOGKEY matches
32246,69050,32246,22246,GEOGKEY matches
32222,69051,32222,22222,GEOGKEY matches
32216,69052,32216,22216,GEOGKEY matches
36497,69053,36497,26497,GEOGKEY matches
30624,69054,30624,20624,GEOGKEY matches
34007,69055,34007,24007,GEOGKEY matches
34318,69056,34318,24318,GEOGKEY matches
35444,69057,35444,25444,GEOGKEY matches
30260,69058,30260,20260,GEOGKEY matches
18615,69059,18615,8615,GEOGKEY matches
35456,69060,35456,25456,GEOGKEY matches
33954,69062,33954,23954,GEOGKEY matches
35443,69063,35443,25443,GEOGKEY matches
33963,69064,33963,23963,GEOGKEY matches
34156,69065,34156,24156,GEOGKEY matches
35387,69066,35387,25387,GEOGKEY matches
35987,69067,35987,25987,GEOGKEY matches
34917,69068,34917,24917,GEOGKEY matches
34469,69069,34469,24469,GEOGKEY matches
34916,69070,34916,24916,GEOGKEY matches
35442,69071,35442,25442,GEOGKEY matches
30625,69072,30625,20625,GEOGKEY matches
32429,69073,32429,22429,GEOGKEY matches
34006,69074,34006,24006,GEOGKEY matches
35445,69075,35445,25445,GEOGKEY matches
30346,69076,30346,20346,GEOGKEY matches
35409,69077,35409,25409,GEOGKEY matches
34468,69078,34468,24468,GEOGKEY matches
34337,69079,34337,24337,GEOGKEY matches
35464,69080,35464,25464,GEOGKEY matches
32451,69081,32451,22451,GEOGKEY matches
33995,69082,33995,23995,GEOGKEY matches
34384,69083,34384,24384,GEOGKEY matches
35389,69084,35389,25389,GEOGKEY matches
34000,69085,34000,24000,GEOGKEY matches
18617,69086,18617,8617,GEOGKEY matches
30157,69087,30157,20157,GEOGKEY matches
18623,69088,18623,8623,GEOGKEY matches
35845,69089,35845,25845,GEOGKEY matches
36593,69090,36593,26593,GEOGKEY matches
36040,69091,36040,26040,GEOGKEY matches
35665,69092,35665,25665,GEOGKEY matches
35388,69093,35388,25388,GEOGKEY matches
30612,69094,30612,20612,GEOGKEY matches
30319,69095,30319,20319,GEOGKEY matches
30318,69096,30318,20318,GEOGKEY matches
35763,69097,35763,25763,GEOGKEY matches
18621,69098,18621,8621,GEOGKEY matches
30258,69099,30258,20258,GEOGKEY matches
32413,69100,32413,22413,GEOGKEY matches
30611,69101,30611,20611,GEOGKEY matches
30259,69102,30259,20259,GEOGKEY matches
30335,69103,30335,20335,GEOGKEY matches
30613,69104,30613,20613,GEOGKEY matches
36010,69105,36010,26010,GEOGKEY matches
18624,69106,18624,8624,GEOGKEY matches
40577,69107,40577,30577,GEOGKEY matches
30245,69108,30245,20245,GEOGKEY matches
35825,69109,35825,25825,GEOGKEY matches
34841,69110,34841,24841,GEOGKEY matches
30388,69111,30388,20388,GEOGKEY matches
34325,69112,34325,24325,GEOGKEY matches
35666,69113,35666,25666,GEOGKEY matches
35465,69114,35465,25465,GEOGKEY matches
32109,69115,32109,22109,GEOGKEY matches
36545,69116,36545,26545,GEOGKEY matches
36436,69117,36436,26436,GEOGKEY matches
34323,69118,34323,24323,GEOGKEY matches
32837,69119,32837,22837,GEOGKEY matches
32258,69120,32258,22258,GEOGKEY matches
34167,69121,34167,24167,GEOGKEY matches
30317,69122,30317,20317,GEOGKEY matches
30626,69123,30626,20626,GEOGKEY matches
32212,69124,32212,22212,GEOGKEY matches
32233,69125,32233,22233,GEOGKEY matches
36574,69126,36574,26574,GEOGKEY matches
36438,69127,36438,26438,GEOGKEY matches
35826,69128,35826,25826,GEOGKEY matches
32228,69129,32228,22228,GEOGKEY matches
30614,69130,30614,20614,GEOGKEY matches
33892,69131,33892,23892,GEOGKEY matches
32129,69132,32129,22129,GEOGKEY matches
36571,69133,36571,26571,GEOGKEY matches
34465,69134,34465,24465,GEOGKEY matches
30298,69135,30298,20298,GEOGKEY matches
33891,69136,33891,23891,GEOGKEY matches
36566,69137,36566,26566,GEOGKEY matches
36012,69138,36012,26012,GEOGKEY matches
30256,69139,30256,20256,GEOGKEY matches
32286,69140,32286,22286,GEOGKEY matches
33965,69141,33965,23965,GEOGKEY matches
34053,69142,34053,24053,GEOGKEY matches
35827,69143,35827,25827,GEOGKEY matches
32326,69144,32326,22326,GEOGKEY matches
33477,69145,33477,23477,GEOGKEY matches
33964,69146,33964,23964,GEOGKEY matches
32287,69147,32287,22287,GEOGKEY matches
32247,69148,32247,22247,GEOGKEY matches
30616,69149,30616,20616,GEOGKEY matches
32320,69150,32320,22320,GEOGKEY matches
30615,69151,30615,20615,GEOGKEY matches
32788,69152,32788,22788,GEOGKEY matches
35667,69153,35667,25667,GEOGKEY matches
36437,69154,36437,26437,GEOGKEY matches
32098,69155,32098,22098,GEOGKEY matches
32141,69156,32141,22141,GEOGKEY matches
30617,69157,30617,20617,GEOGKEY matches
32168,69158,32168,22168,GEOGKEY matches
33952,69159,33952,23952,GEOGKEY matches
32289,69160,32289,22289,GEOGKEY matches
32454,69161,32454,22454,GEOGKEY matches
30240,69162,30240,20240,GEOGKEY matches
33950,69163,33950,23950,GEOGKEY matches
32656,69164,32656,22656,GEOGKEY matches
32450,69165,32450,22450,GEOGKEY matches
32128,69166,32128,22128,GEOGKEY matches
34339,69167,34339,24339,GEOGKEY matches
32293,69168,32293,22293,GEOGKEY matches
30250,69169,30250,20250,GEOGKEY matches
32439,69170,32439,22439,GEOGKEY matches
35754,69171,35754,25754,GEOGKEY matches
32296,69172,32296,22296,GEOGKEY matches
34319,69173,34319,24319,GEOGKEY matches
30160,69175,30160,20160,GEOGKEY matches
32210,69176,32210,22210,GEOGKEY matches
32282,69177,32282,22282,GEOGKEY matches
35455,69178,35455,25455,GEOGKEY matches
30620,69179,30620,20620,GEOGKEY matches
30533,69180,30533,20533,GEOGKEY matches
36562,69181,36562,26562,GEOGKEY matches
36561,69182,36561,26561,GEOGKEY matches
33949,69184,33949,23949,GEOGKEY matches
33968,69185,33968,23968,GEOGKEY matches
30239,69186,30239,20239,GEOGKEY matches
30244,69187,30244,20244,GEOGKEY matches
36553,69188,36553,26553,GEOGKEY matches
32209,69189,32209,22209,GEOGKEY matches
33966,69190,33966,23966,GEOGKEY matches
40382,69191,40382,30382,GEOGKEY matches
35986,69192,35986,25986,GEOGKEY matches
36573,69193,36573,26573,GEOGKEY matches
33722,69194,33722,23722,GEOGKEY matches
33941,69195,33941,23941,GEOGKEY matches
32206,69196,32206,22206,GEOGKEY matches
32218,69197,32218,22218,GEOGKEY matches
30532,69198,30532,20532,GEOGKEY matches
32213,69199,32213,22213,GEOGKEY matches
36243,69200,36243,26243,GEOGKEY matches
36567,69201,36567,26567,GEOGKEY matches
33715,69202,33715,23715,GEOGKEY matches
36563,69203,36563,26563,GEOGKEY matches
32241,69204,32241,22241,GEOGKEY matches
30534,69205,30534,20534,GEOGKEY matches
30627,69206,30627,20627,GEOGKEY matches
35379,69207,35379,25379,GEOGKEY matches
32236,69208,32236,22236,GEOGKEY matches
30243,69209,30243,20243,GEOGKEY matches
30531,69210,30531,20531,GEOGKEY matches
36572,69211,36572,26572,GEOGKEY matches
36223,69212,36223,26223,GEOGKEY matches
36552,69213,36552,26552,GEOGKEY matches
30618,69214,30618,20618,GEOGKEY matches
32229,69215,32229,22229,GEOGKEY matches
30528,69216,30528,20528,GEOGKEY matches
32130,69217,32130,22130,GEOGKEY matches
34383,69218,34383,24383,GEOGKEY matches
36551,69219,36551,26551,GEOGKEY matches
32161,69220,32161,22161,GEOGKEY matches
33967,69221,33967,23967,GEOGKEY matches
36570,69222,36570,26570,GEOGKEY matches
33947,69223,33947,23947,GEOGKEY matches
33946,69224,33946,23946,GEOGKEY matches
34131,69225,34131,24131,GEOGKEY matches
34666,69226,34666,24666,GEOGKEY matches
33948,69227,33948,23948,GEOGKEY matches
32194,69228,32194,22194,GEOGKEY matches
34168,69229,34168,24168,GEOGKEY matches
33953,69230,33953,23953,GEOGKEY matches
32252,69231,32252,22252,GEOGKEY matches
32234,69232,32234,22234,GEOGKEY matches
35380,69233,35380,25380,GEOGKEY matches
33569,69234,33569,23569,GEOGKEY matches
34176,69235,34176,24176,GEOGKEY matches
32242,69236,32242,22242,GEOGKEY matches
32271,69237,32271,22271,GEOGKEY matches
32279,69238,32279,22279,GEOGKEY matches
34057,69239,34057,24057,GEOGKEY matches
33951,69240,33951,23951,GEOGKEY matches
32277,69241,32277,22277,GEOGKEY matches
30162,69242,30162,20162,GEOGKEY matches
30526,69243,30526,20526,GEOGKEY matches
34060,69244,34060,24060,GEOGKEY matches
30525,69245,30525,20525,GEOGKEY matches
32207,69246,32207,22207,GEOGKEY matches
40575,69247,40575,30575,GEOGKEY matches
33937,69248,33937,23937,GEOGKEY matches
30530,69249,30530,20530,GEOGKEY matches
32214,69250,32214,22214,GEOGKEY matches
32187,69251,32187,22187,GEOGKEY matches
33777,69252,33777,23777,GEOGKEY matches
32519,69253,32519,22519,GEOGKEY matches
36564,69254,36564,26564,GEOGKEY matches
35575,69255,35575,25575,GEOGKEY matches
35577,69256,35577,25577,GEOGKEY matches
36568,69257,36568,26568,GEOGKEY matches
36612,69258,36612,26612,GEOGKEY matches
33760,69259,33760,23760,GEOGKEY matches
34386,69260,34386,24386,GEOGKEY matches
36550,69261,36550,26550,GEOGKEY matches
32784,69262,32784,22784,GEOGKEY matches
35898,69263,35898,25898,GEOGKEY matches
30242,69264,30242,20242,GEOGKEY matches
30628,69265,30628,20628,GEOGKEY matches
30619,69266,30619,20619,GEOGKEY matches
30623,69267,30623,20623,GEOGKEY matches
36592,69268,36592,26592,GEOGKEY matches
36227,69269,36227,26227,GEOGKEY matches
32295,69270,32295,22295,GEOGKEY matches
30238,69271,30238,20238,GEOGKEY matches
35578,69272,35578,25578,GEOGKEY matches
30237,69273,30237,20237,GEOGKEY matches
30236,69274,30236,20236,GEOGKEY matches
30521,69275,30521,20521,GEOGKEY matches
36575,69276,36575,26575,GEOGKEY matches
34022,69277,34022,24022,GEOGKEY matches
30512,69278,30512,20512,GEOGKEY matches
32294,69279,32294,22294,GEOGKEY matches
33999,69280,33999,23999,GEOGKEY matches
36534,69281,36534,26534,GEOGKEY matches
35583,69282,35583,25583,GEOGKEY matches
36749,69283,36749,26749,GEOGKEY matches
31833,69284,31833,21833,GEOGKEY matches
30517,69285,30517,20517,GEOGKEY matches
31832,69286,31832,21832,GEOGKEY matches
30513,69287,30513,20513,GEOGKEY matches
34024,69288,34024,24024,GEOGKEY matches
36228,69289,36228,26228,GEOGKEY matches
34058,69290,34058,24058,GEOGKEY matches
34061,69291,34061,24061,GEOGKEY matches
35985,69292,35985,25985,GEOGKEY matches
32202,69293,32202,22202,GEOGKEY matches
31769,69294,31769,21769,GEOGKEY matches
36750,69295,36750,26750,GEOGKEY matches
34130,69296,34130,24130,GEOGKEY matches
35663,69297,35663,25663,GEOGKEY matches
35661,69298,35661,25661,GEOGKEY matches
36058,69300,36058,26058,GEOGKEY matches
30514,69301,30514,20514,GEOGKEY matches
33943,69302,33943,23943,GEOGKEY matches
31662,69304,31662,21662,GEOGKEY matches
30518,69306,30518,20518,GEOGKEY matches
32185,69307,32185,22185,GEOGKEY matches
34326,69308,34326,24326,GEOGKEY matches
34026,69309,34026,24026,GEOGKEY matches
32263,69310,32263,22263,GEOGKEY matches
32290,69311,32290,22290,GEOGKEY matches
30519,69312,30519,20519,GEOGKEY matches
33775,69313,33775,23775,GEOGKEY matches
33762,69314,33762,23762,GEOGKEY matches
32200,69315,32200,22200,GEOGKEY matches
34278,69316,34278,24278,GEOGKEY matches
34327,69317,34327,24327,GEOGKEY matches
39012,69318,39012,29012,GEOGKEY matches
32195,69319,32195,22195,GEOGKEY matches
31735,69320,31735,21735,GEOGKEY matches
32268,69321,32268,22268,GEOGKEY matches
32264,69322,32264,22264,GEOGKEY matches
31777,69323,31777,21777,GEOGKEY matches
35978,69324,35978,25978,GEOGKEY matches
32215,69325,32215,22215,GEOGKEY matches
34129,69326,34129,24129,GEOGKEY matches
32235,69327,32235,22235,GEOGKEY matches
32208,69328,32208,22208,GEOGKEY matches
34018,69329,34018,24018,GEOGKEY matches
36248,69330,36248,26248,GEOGKEY matches
36495,69331,36495,26495,GEOGKEY matches
33942,69333,33942,23942,GEOGKEY matches
31830,69334,31830,21830,GEOGKEY matches
32186,69335,32186,22186,GEOGKEY matches
33944,69336,33944,23944,GEOGKEY matches
34151,69337,34151,24151,GEOGKEY matches
34150,69338,34150,24150,GEOGKEY matches
32230,69339,32230,22230,GEOGKEY matches
34380,69340,34380,24380,GEOGKEY matches
32103,69341,32103,22103,GEOGKEY matches
35484,69342,35484,25484,GEOGKEY matches
33940,69343,33940,23940,GEOGKEY matches
32224,69344,32224,22224,GEOGKEY matches
32220,69345,32220,22220,GEOGKEY matches
40180,69346,40180,30180,GEOGKEY matches
32278,69347,32278,22278,GEOGKEY matches
39011,69348,39011,29011,GEOGKEY matches
33936,69349,33936,23936,GEOGKEY matches
32167,69350,32167,22167,GEOGKEY matches
34470,69351,34470,24470,GEOGKEY matches
35483,69352,35483,25483,GEOGKEY matches
36249,69353,36249,26249,GEOGKEY matches
34128,69354,34128,24128,GEOGKEY matches
35489,69355,35489,25489,GEOGKEY matches
35488,69356,35488,25488,GEOGKEY matches
34379,69357,34379,24379,GEOGKEY matches
35517,69358,35517,25517,GEOGKEY matches
34149,69359,34149,24149,GEOGKEY matches
34147,69360,34147,24147,GEOGKEY matches
35518,69361,35518,25518,GEOGKEY matches
34148,69362,34148,24148,GEOGKEY matches
32197,69363,32197,22197,GEOGKEY matches
31776,69364,31776,21776,GEOGKEY matches
34020,69365,34020,24020,GEOGKEY matches
35519,69366,35519,25519,GEOGKEY matches
31831,69367,31831,21831,GEOGKEY matches
36538,69368,36538,26538,GEOGKEY matches
33570,69369,33570,23570,GEOGKEY matches
34169,69370,34169,24169,GEOGKEY matches
33939,69371,33939,23939,GEOGKEY matches
34381,69372,34381,24381,GEOGKEY matches
36569,69373,36569,26569,GEOGKEY matches
35544,69374,35544,25544,GEOGKEY matches
41105,69375,41105,31105,GEOGKEY matches
33764,69376,33764,23764,GEOGKEY matches
34021,69377,34021,24021,GEOGKEY matches
33773,69378,33773,23773,GEOGKEY matches
32196,69379,32196,22196,GEOGKEY matches
34144,69381,34144,24144,GEOGKEY matches
36266,69382,36266,26266,GEOGKEY matches
36319,69383,36319,26319,GEOGKEY matches
35678,69384,35678,25678,GEOGKEY matches
35580,69385,35580,25580,GEOGKEY matches
34143,69386,34143,24143,GEOGKEY matches
35545,69387,35545,25545,GEOGKEY matches
34145,69388,34145,24145,GEOGKEY matches
35679,69389,35679,25679,GEOGKEY matches
34146,69390,34146,24146,GEOGKEY matches
34165,69391,34165,24165,GEOGKEY matches
32090,69392,32090,22090,GEOGKEY matches
31745,69393,31745,21745,GEOGKEY matches
32094,69394,32094,22094,GEOGKEY matches
34614,69395,34614,24614,GEOGKEY matches
35680,69396,35680,25680,GEOGKEY matches
32079,69397,32079,22079,GEOGKEY matches
35869,69398,35869,25869,GEOGKEY matches
34164,69399,34164,24164,GEOGKEY matches
32075,69400,32075,22075,GEOGKEY matches
34055,69401,34055,24055,GEOGKEY matches
32070,69402,32070,22070,GEOGKEY matches
32193,69403,32193,22193,GEOGKEY matches
31820,69404,31820,21820,GEOGKEY matches
34134,69405,34134,24134,GEOGKEY matches
32178,69406,32178,22178,GEOGKEY matches
32113,69407,32113,22113,GEOGKEY matches
31814,69408,31814,21814,GEOGKEY matches
40170,69409,40170,30170,GEOGKEY matches
33945,69410,33945,23945,GEOGKEY matches
32169,69411,32169,22169,GEOGKEY matches
32240,69412,32240,22240,GEOGKEY matches
33938,69413,33938,23938,GEOGKEY matches
32102,69414,32102,22102,GEOGKEY matches
34142,69415,34142,24142,GEOGKEY matches
31739,69419,31739,21739,GEOGKEY matches
35683,69420,35683,25683,GEOGKEY matches
32262,69421,32262,22262,GEOGKEY matches
35682,69422,35682,25682,GEOGKEY matches
34141,69423,34141,24141,GEOGKEY matches
34378,69424,34378,24378,GEOGKEY matches
33765,69425,33765,23765,GEOGKEY matches
34857,69426,34857,24857,GEOGKEY matches
33895,69427,33895,23895,GEOGKEY matches
33772,69428,33772,23772,GEOGKEY matches
40171,69429,40171,30171,GEOGKEY matches
32084,69430,32084,22084,GEOGKEY matches
34585,69431,34585,24585,GEOGKEY matches
36107,69432,36107,26107,GEOGKEY matches
33929,69433,33929,23929,GEOGKEY matches
35582,69434,35582,25582,GEOGKEY matches
31829,69435,31829,21829,GEOGKEY matches
34881,69436,34881,24881,GEOGKEY matches
40172,69437,40172,30172,GEOGKEY matches
36588,69438,36588,26588,GEOGKEY matches
35755,69439,35755,25755,GEOGKEY matches
33571,69440,33571,23571,GEOGKEY matches
40394,69442,40394,30394,GEOGKEY matches
35980,69444,35980,25980,GEOGKEY matches
35662,69445,35662,25662,GEOGKEY matches
39024,69446,39024,29024,GEOGKEY matches
34613,69447,34613,24613,GEOGKEY matches
31828,69448,31828,21828,GEOGKEY matches
31827,69449,31827,21827,GEOGKEY matches
36494,69450,36494,26494,GEOGKEY matches
32180,69451,32180,22180,GEOGKEY matches
39043,69452,39043,29043,GEOGKEY matches
39054,69453,39054,29054,GEOGKEY matches
39026,69454,39026,29026,GEOGKEY matches
39027,69455,39027,29027,GEOGKEY matches
39038,69456,39038,29038,GEOGKEY matches
39025,69457,39025,29025,GEOGKEY matches
36486,69458,36486,26486,GEOGKEY matches
34328,69459,34328,24328,GEOGKEY matches
31813,69460,31813,21813,GEOGKEY matches
33771,69461,33771,23771,GEOGKEY matches
33586,69462,33586,23586,GEOGKEY matches
39055,69463,39055,29055,GEOGKEY matches
39067,69464,39067,29067,GEOGKEY matches
34930,69465,34930,24930,GEOGKEY matches
33766,69466,33766,23766,GEOGKEY matches
39137,69467,39137,29137,GEOGKEY matches
32122,69468,32122,22122,GEOGKEY matches
39069,69469,39069,29069,GEOGKEY matches
32190,69470,32190,22190,GEOGKEY matches
32101,69471,32101,22101,GEOGKEY matches
32119,69472,32119,22119,GEOGKEY matches
33584,69473,33584,23584,GEOGKEY matches
32175,69474,32175,22175,GEOGKEY matches
32112,69475,32112,22112,GEOGKEY matches
40151,69476,40151,30151,GEOGKEY matches
33926,69477,33926,23926,GEOGKEY matches
31826,69479,31826,21826,GEOGKEY matches
33767,69481,33767,23767,GEOGKEY matches
32118,69482,32118,22118,GEOGKEY matches
36777,69483,36777,26777,GEOGKEY matches
32158,69485,32158,22158,GEOGKEY matches
33894,69486,33894,23894,GEOGKEY matches
36106,69487,36106,26106,GEOGKEY matches
36105,69488,36105,26105,GEOGKEY matches
40148,69489,40148,30148,GEOGKEY matches
32176,69490,32176,22176,GEOGKEY matches
32177,69491,32177,22177,GEOGKEY matches
34062,69492,34062,24062,GEOGKEY matches
32115,69493,32115,22115,GEOGKEY matches
32111,69494,32111,22111,GEOGKEY matches
40147,69495,40147,30147,GEOGKEY matches
32179,69496,32179,22179,GEOGKEY matches
32181,69497,32181,22181,GEOGKEY matches
30283,69498,30283,20283,GEOGKEY matches
32104,69499,32104,22104,GEOGKEY matches
32162,69502,32162,22162,GEOGKEY matches
32127,69503,32127,22127,GEOGKEY matches
32074,69504,32074,22074,GEOGKEY matches
31825,69505,31825,21825,GEOGKEY matches
31821,69507,31821,21821,GEOGKEY matches
33928,69508,33928,23928,GEOGKEY matches
32157,69509,32157,22157,GEOGKEY matches
41207,69510,41207,31207,GEOGKEY matches
32092,69511,32092,22092,GEOGKEY matches
33661,69512,33661,23661,GEOGKEY matches
33660,69513,33660,23660,GEOGKEY matches
32091,69514,32091,22091,GEOGKEY matches
34667,69515,34667,24667,GEOGKEY matches
39138,69516,39138,29138,GEOGKEY matches
32088,69517,32088,22088,GEOGKEY matches
33769,69518,33769,23769,GEOGKEY matches
32080,69519,32080,22080,GEOGKEY matches
41210,69520,41210,31210,GEOGKEY matches
33768,69522,33768,23768,GEOGKEY matches
32071,69523,32071,22071,GEOGKEY matches
33073,69525,33073,23073,GEOGKEY matches
36485,69526,36485,26485,GEOGKEY matches
33662,69527,33662,23662,GEOGKEY matches
33657,69528,33657,23657,GEOGKEY matches
34155,69530,34155,24155,GEOGKEY matches
35868,69531,35868,25868,GEOGKEY matches
35101,69532,35101,25101,GEOGKEY matches
34140,69533,34140,24140,GEOGKEY matches
32106,69534,32106,22106,GEOGKEY matches
36051,69536,36051,26051,GEOGKEY matches
33663,69537,33663,23663,GEOGKEY matches
33590,69538,33590,23590,GEOGKEY matches
31818,69539,31818,21818,GEOGKEY matches
36050,69540,36050,26050,GEOGKEY matches
40739,69541,40739,30739,GEOGKEY matches
34068,69542,34068,24068,GEOGKEY matches
32048,69543,32048,22048,GEOGKEY matches
32045,69544,32045,22045,GEOGKEY matches
35695,69545,35695,25695,GEOGKEY matches
32188,69546,32188,22188,GEOGKEY matches
34072,69547,34072,24072,GEOGKEY matches
36476,69548,36476,26476,GEOGKEY matches
32085,69549,32085,22085,GEOGKEY matches
35576,69550,35576,25576,GEOGKEY matches
33896,69551,33896,23896,GEOGKEY matches
32081,69552,32081,22081,GEOGKEY matches
32083,69553,32083,22083,GEOGKEY matches
34067,69554,34067,24067,GEOGKEY matches
35983,69555,35983,25983,GEOGKEY matches
32072,69556,32072,22072,GEOGKEY matches
32073,69557,32073,22073,GEOGKEY matches
32077,69558,32077,22077,GEOGKEY matches
34279,69559,34279,24279,GEOGKEY matches
34056,69560,34056,24056,GEOGKEY matches
32062,69561,32062,22062,GEOGKEY matches
33900,69562,33900,23900,GEOGKEY matches
34066,69563,34066,24066,GEOGKEY matches
32056,69564,32056,22056,GEOGKEY matches
32057,69565,32057,22057,GEOGKEY matches
32055,69566,32055,22055,GEOGKEY matches
34138,69567,34138,24138,GEOGKEY matches
36560,69568,36560,26560,GEOGKEY matches
32052,69569,32052,22052,GEOGKEY matches
35694,69570,35694,25694,GEOGKEY matches
32156,69574,32156,22156,"Moved Node, Good Guess"
33572,69575,33572,23572,GEOGKEY matches
36591,69579,36591,26591,GEOGKEY matches
36590,69580,36590,26590,GEOGKEY matches
33922,69581,33922,23922,GEOGKEY matches
32066,69582,32066,22066,GEOGKEY matches
31988,69583,31988,21988,GEOGKEY matches
33923,69584,33923,23923,GEOGKEY matches
33920,69585,33920,23920,GEOGKEY matches
32105,69586,32105,22105,GEOGKEY matches
34137,69587,34137,24137,GEOGKEY matches
32063,69588,32063,22063,GEOGKEY matches
33919,69589,33919,23919,GEOGKEY matches
32110,69590,32110,22110,GEOGKEY matches
32307,69591,32307,22307,GEOGKEY matches
31834,69592,31834,21834,GEOGKEY matches
34139,69593,34139,24139,GEOGKEY matches
40581,69594,40581,30581,GEOGKEY matches
32089,69595,32089,22089,GEOGKEY matches
32093,69596,32093,22093,GEOGKEY matches
32039,69597,32039,22039,GEOGKEY matches
34065,69598,34065,24065,GEOGKEY matches
34220,69599,34220,24220,GEOGKEY matches
32064,69600,32064,22064,GEOGKEY matches
32069,69601,32069,22069,GEOGKEY matches
32041,69602,32041,22041,GEOGKEY matches
33902,69603,33902,23902,GEOGKEY matches
33664,69604,33664,23664,GEOGKEY matches
33921,69605,33921,23921,GEOGKEY matches
35300,69606,35300,25300,GEOGKEY matches
35981,69607,35981,25981,GEOGKEY matches
32086,69608,32086,22086,GEOGKEY matches
32126,69609,32126,22126,GEOGKEY matches
31991,69610,31991,21991,GEOGKEY matches
36109,69611,36109,26109,GEOGKEY matches
33656,69612,33656,23656,GEOGKEY matches
33658,69613,33658,23658,GEOGKEY matches
30169,69614,30169,20169,GEOGKEY matches
32082,69615,32082,22082,GEOGKEY matches
32076,69616,32076,22076,GEOGKEY matches
35382,69617,35382,25382,GEOGKEY matches
