N,N_V9,N_V832_error,N_v832_correct,description
31497,60469,31497,21497,GEOGKEY matches
32913,60470,32913,22913,GEOGKEY matches
40887,60471,40887,30887,GEOGKEY matches
32916,60472,32916,22916,GEOGKEY matches
35301,60473,35301,25301,GEOGKEY matches
31313,60474,31313,21313,GEOGKEY matches
31314,60475,31314,21314,GEOGKEY matches
35303,60476,35303,25303,GEOGKEY matches
32977,60477,32977,22977,GEOGKEY matches
31495,60478,31495,21495,GEOGKEY matches
31494,60479,31494,21494,GEOGKEY matches
30459,60480,30459,20459,GEOGKEY matches
32849,60481,32849,22849,GEOGKEY matches
40884,60482,40884,30884,GEOGKEY matches
32436,60483,32436,22436,GEOGKEY matches
36413,60484,36413,26413,GEOGKEY matches
36412,60485,36412,26412,GEOGKEY matches
35305,60486,35305,25305,GEOGKEY matches
31545,60487,31545,21545,GEOGKEY matches
32845,60488,32845,22845,GEOGKEY matches
35306,60489,35306,25306,GEOGKEY matches
35308,60490,35308,25308,GEOGKEY matches
35302,60491,35302,25302,GEOGKEY matches
41204,60492,41204,31204,GEOGKEY matches
36411,60493,36411,26411,GEOGKEY matches
36417,60494,36417,26417,GEOGKEY matches
31493,60495,31493,21493,GEOGKEY matches
32841,60496,32841,22841,GEOGKEY matches
40883,60497,40883,30883,GEOGKEY matches
32716,60498,32716,22716,GEOGKEY matches
31492,60499,31492,21492,GEOGKEY matches
40882,60500,40882,30882,GEOGKEY matches
40896,60501,40896,30896,GEOGKEY matches
32839,60502,32839,22839,GEOGKEY matches
31490,60503,31490,21490,GEOGKEY matches
40893,60504,40893,30893,GEOGKEY matches
31491,60505,31491,21491,GEOGKEY matches
32838,60506,32838,22838,GEOGKEY matches
40895,60507,40895,30895,GEOGKEY matches
40894,60508,40894,30894,GEOGKEY matches
31413,60509,31413,21413,GEOGKEY matches
32836,60510,32836,22836,GEOGKEY matches
40873,60511,40873,30873,GEOGKEY matches
40990,60512,40990,30990,GEOGKEY matches
32835,60513,32835,22835,GEOGKEY matches
31488,60514,31488,21488,GEOGKEY matches
34608,60515,34608,24608,GEOGKEY matches
33737,60516,33737,23737,GEOGKEY matches
32834,60517,32834,22834,GEOGKEY matches
32711,60518,32711,22711,GEOGKEY matches
36528,60519,36528,26528,GEOGKEY matches
34599,60520,34599,24599,GEOGKEY matches
40991,60521,40991,30991,GEOGKEY matches
31487,60522,31487,21487,GEOGKEY matches
33633,60523,33633,23633,GEOGKEY matches
31486,60524,31486,21486,GEOGKEY matches
32789,60525,32789,22789,GEOGKEY matches
36770,60526,36770,26770,GEOGKEY matches
36039,60527,36039,26039,GEOGKEY matches
32710,60528,32710,22710,GEOGKEY matches
32833,60529,32833,22833,GEOGKEY matches
32791,60530,32791,22791,GEOGKEY matches
36769,60531,36769,26769,GEOGKEY matches
36771,60532,36771,26771,GEOGKEY matches
36765,60533,36765,26765,GEOGKEY matches
36766,60534,36766,26766,GEOGKEY matches
36768,60535,36768,26768,GEOGKEY matches
36767,60536,36767,26767,GEOGKEY matches
34602,60537,34602,24602,GEOGKEY matches
36531,60538,36531,26531,GEOGKEY matches
32790,60539,32790,22790,GEOGKEY matches
32709,60540,32709,22709,GEOGKEY matches
33742,60541,33742,23742,GEOGKEY matches
34312,60542,34312,24312,GEOGKEY matches
33746,60543,33746,23746,GEOGKEY matches
33744,60544,33744,23744,GEOGKEY matches
34606,60545,34606,24606,GEOGKEY matches
34287,60546,34287,24287,GEOGKEY matches
31148,60547,31148,21148,GEOGKEY matches
32787,60548,32787,22787,GEOGKEY matches
40992,60549,40992,30992,GEOGKEY matches
32786,60550,32786,22786,GEOGKEY matches
36529,60551,36529,26529,GEOGKEY matches
31147,60552,31147,21147,GEOGKEY matches
33747,60553,33747,23747,GEOGKEY matches
40864,60554,40864,30864,GEOGKEY matches
32707,60555,32707,22707,GEOGKEY matches
31146,60556,31146,21146,GEOGKEY matches
31149,60557,31149,21149,GEOGKEY matches
32783,60558,32783,22783,GEOGKEY matches
40866,60559,40866,30866,GEOGKEY matches
40861,60560,40861,30861,GEOGKEY matches
32704,60561,32704,22704,GEOGKEY matches
31145,60562,31145,21145,GEOGKEY matches
31150,60563,31150,21150,GEOGKEY matches
32706,60564,32706,22706,GEOGKEY matches
40868,60565,40868,30868,GEOGKEY matches
32725,60566,32725,22725,GEOGKEY matches
40839,60567,40839,30839,GEOGKEY matches
31144,60568,31144,21144,GEOGKEY matches
31151,60569,31151,21151,GEOGKEY matches
40857,60570,40857,30857,GEOGKEY matches
32727,60571,32727,22727,GEOGKEY matches
31143,60572,31143,21143,GEOGKEY matches
32724,60573,32724,22724,GEOGKEY matches
40985,60574,40985,30985,GEOGKEY matches
31152,60575,31152,21152,GEOGKEY matches
32726,60576,32726,22726,GEOGKEY matches
40984,60577,40984,30984,GEOGKEY matches
41104,60578,41104,31104,GEOGKEY matches
34540,60579,34540,24540,GEOGKEY matches
34544,60580,34544,24544,GEOGKEY matches
31589,60581,31589,21589,GEOGKEY matches
33632,60582,33632,23632,GEOGKEY matches
32702,60583,32702,22702,GEOGKEY matches
34541,60584,34541,24541,GEOGKEY matches
32645,60585,32645,22645,GEOGKEY matches
31588,60586,31588,21588,GEOGKEY matches
33631,60587,33631,23631,GEOGKEY matches
34542,60588,34542,24542,GEOGKEY matches
34543,60589,34543,24543,GEOGKEY matches
41103,60590,41103,31103,GEOGKEY matches
31142,60591,31142,21142,GEOGKEY matches
32643,60592,32643,22643,GEOGKEY matches
40986,60593,40986,30986,GEOGKEY matches
40983,60594,40983,30983,GEOGKEY matches
31153,60595,31153,21153,GEOGKEY matches
32644,60596,32644,22644,GEOGKEY matches
36342,60598,36342,26342,GEOGKEY matches
40980,60599,40980,30980,GEOGKEY matches
31141,60600,31141,21141,GEOGKEY matches
32602,60601,32602,22602,GEOGKEY matches
40979,60602,40979,30979,GEOGKEY matches
31154,60603,31154,21154,GEOGKEY matches
32603,60604,32603,22603,GEOGKEY matches
34537,60605,34537,24537,GEOGKEY matches
34536,60606,34536,24536,GEOGKEY matches
35693,60607,35693,25693,GEOGKEY matches
33629,60608,33629,23629,GEOGKEY matches
31586,60609,31586,21586,GEOGKEY matches
33630,60610,33630,23630,GEOGKEY matches
31587,60611,31587,21587,GEOGKEY matches
32701,60612,32701,22701,GEOGKEY matches
32604,60613,32604,22604,GEOGKEY matches
34535,60614,34535,24535,GEOGKEY matches
34538,60615,34538,24538,GEOGKEY matches
34539,60616,34539,24539,GEOGKEY matches
35691,60617,35691,25691,GEOGKEY matches
31852,60618,31852,21852,GEOGKEY matches
31155,60619,31155,21155,GEOGKEY matches
40981,60620,40981,30981,GEOGKEY matches
32576,60621,32576,22576,GEOGKEY matches
31157,60622,31157,21157,GEOGKEY matches
32575,60623,32575,22575,GEOGKEY matches
40982,60624,40982,30982,GEOGKEY matches
40852,60625,40852,30852,GEOGKEY matches
33610,60626,33610,23610,GEOGKEY matches
40831,60627,40831,30831,GEOGKEY matches
31140,60628,31140,21140,GEOGKEY matches
31156,60629,31156,21156,GEOGKEY matches
33609,60630,33609,23609,GEOGKEY matches
40832,60631,40832,30832,GEOGKEY matches
40830,60632,40830,30830,GEOGKEY matches
33608,60633,33608,23608,GEOGKEY matches
31133,60634,31133,21133,GEOGKEY matches
31158,60635,31158,21158,GEOGKEY matches
40833,60636,40833,30833,GEOGKEY matches
32574,60637,32574,22574,GEOGKEY matches
40971,60638,40971,30971,GEOGKEY matches
32698,60639,32698,22698,GEOGKEY matches
31139,60640,31139,21139,GEOGKEY matches
31388,60641,31388,21388,GEOGKEY matches
31902,60642,31902,21902,GEOGKEY matches
33607,60643,33607,23607,GEOGKEY matches
40976,60644,40976,30976,GEOGKEY matches
31906,60645,31906,21906,GEOGKEY matches
31901,60646,31901,21901,GEOGKEY matches
31568,60647,31568,21568,GEOGKEY matches
33628,60648,33628,23628,GEOGKEY matches
33606,60649,33606,23606,GEOGKEY matches
31905,60650,31905,21905,GEOGKEY matches
32573,60651,32573,22573,GEOGKEY matches
32693,60652,32693,22693,GEOGKEY matches
33627,60653,33627,23627,GEOGKEY matches
31904,60655,31904,21904,GEOGKEY matches
31903,60656,31903,21903,GEOGKEY matches
41050,60657,41050,31050,GEOGKEY matches
31159,60658,31159,21159,GEOGKEY matches
32539,60659,32539,22539,GEOGKEY matches
40977,60660,40977,30977,GEOGKEY matches
40969,60661,40969,30969,GEOGKEY matches
32538,60662,32538,22538,GEOGKEY matches
31138,60663,31138,21138,GEOGKEY matches
36323,60664,36323,26323,GEOGKEY matches
41140,60665,41140,31140,GEOGKEY matches
41139,60666,41139,31139,GEOGKEY matches
41142,60667,41142,31142,GEOGKEY matches
41141,60668,41141,31141,GEOGKEY matches
31854,60669,31854,21854,GEOGKEY matches
31853,60670,31853,21853,GEOGKEY matches
32260,60671,32260,22260,GEOGKEY matches
32304,60672,32304,22304,GEOGKEY matches
40807,60673,40807,30807,GEOGKEY matches
31160,60674,31160,21160,GEOGKEY matches
32509,60675,32509,22509,GEOGKEY matches
31137,60676,31137,21137,GEOGKEY matches
32521,60677,32521,22521,GEOGKEY matches
40808,60678,40808,30808,GEOGKEY matches
40806,60679,40806,30806,GEOGKEY matches
41189,60680,41189,31189,GEOGKEY matches
41188,60681,41188,31188,GEOGKEY matches
41190,60682,41190,31190,GEOGKEY matches
41191,60683,41191,31191,GEOGKEY matches
40811,60684,40811,30811,GEOGKEY matches
40805,60685,40805,30805,GEOGKEY matches
40810,60686,40810,30810,GEOGKEY matches
40812,60687,40812,30812,GEOGKEY matches
40813,60688,40813,30813,GEOGKEY matches
33074,60689,33074,23074,GEOGKEY matches
40804,60690,40804,30804,GEOGKEY matches
40803,60691,40803,30803,GEOGKEY matches
32504,60692,32504,22504,GEOGKEY matches
31136,60693,31136,21136,GEOGKEY matches
31161,60694,31161,21161,GEOGKEY matches
32516,60695,32516,22516,GEOGKEY matches
40965,60696,40965,30965,GEOGKEY matches
40964,60697,40964,30964,GEOGKEY matches
41054,60698,41054,31054,GEOGKEY matches
41053,60699,41053,31053,GEOGKEY matches
32500,60700,32500,22500,GEOGKEY matches
32502,60701,32502,22502,GEOGKEY matches
33626,60702,33626,23626,GEOGKEY matches
33625,60703,33625,23625,GEOGKEY matches
32505,60704,32505,22505,GEOGKEY matches
32512,60705,32512,22512,GEOGKEY matches
41056,60706,41056,31056,GEOGKEY matches
41055,60707,41055,31055,GEOGKEY matches
40963,60708,40963,30963,GEOGKEY matches
40800,60709,40800,30800,GEOGKEY matches
32495,60710,32495,22495,GEOGKEY matches
31135,60711,31135,21135,GEOGKEY matches
31162,60712,31162,21162,GEOGKEY matches
32496,60713,32496,22496,GEOGKEY matches
40792,60714,40792,30792,GEOGKEY matches
32490,60715,32490,22490,GEOGKEY matches
31134,60716,31134,21134,GEOGKEY matches
41101,60717,41101,31101,GEOGKEY matches
31163,60718,31163,21163,GEOGKEY matches
32491,60719,32491,22491,GEOGKEY matches
40791,60720,40791,30791,GEOGKEY matches
32489,60721,32489,22489,GEOGKEY matches
34532,60722,34532,24532,GEOGKEY matches
34530,60723,34530,24530,GEOGKEY matches
33623,60724,33623,23623,GEOGKEY matches
34534,60725,34534,24534,GEOGKEY matches
31558,60726,31558,21558,GEOGKEY matches
34527,60727,34527,24527,GEOGKEY matches
34529,60728,34529,24529,GEOGKEY matches
34531,60729,34531,24531,GEOGKEY matches
31559,60730,31559,21559,GEOGKEY matches
33624,60731,33624,23624,GEOGKEY matches
41100,60732,41100,31100,GEOGKEY matches
34528,60733,34528,24528,GEOGKEY matches
34533,60734,34533,24533,GEOGKEY matches
32370,60735,32370,22370,GEOGKEY matches
40789,60736,40789,30789,GEOGKEY matches
32485,60737,32485,22485,GEOGKEY matches
31389,60738,31389,21389,GEOGKEY matches
40790,60739,40790,30790,GEOGKEY matches
31164,60740,31164,21164,GEOGKEY matches
32486,60741,32486,22486,GEOGKEY matches
32467,60742,32467,22467,GEOGKEY matches
31412,60743,31412,21412,GEOGKEY matches
31397,60744,31397,21397,GEOGKEY matches
40764,60745,40764,30764,GEOGKEY matches
32468,60746,32468,22468,GEOGKEY matches
40775,60747,40775,30775,GEOGKEY matches
40763,60748,40763,30763,GEOGKEY matches
32018,60749,32018,22018,GEOGKEY matches
31400,60750,31400,21400,GEOGKEY matches
31169,60751,31169,21169,GEOGKEY matches
32014,60752,32014,22014,GEOGKEY matches
40765,60753,40765,30765,GEOGKEY matches
40766,60754,40766,30766,GEOGKEY matches
40756,60755,40756,30756,GEOGKEY matches
40605,60756,40605,30605,GEOGKEY matches
40604,60757,40604,30604,GEOGKEY matches
40603,60758,40603,30603,GEOGKEY matches
40761,60759,40761,30761,GEOGKEY matches
40602,60760,40602,30602,GEOGKEY matches
31165,60761,31165,21165,GEOGKEY matches
32363,60762,32363,22363,GEOGKEY matches
40754,60763,40754,30754,GEOGKEY matches
33605,60764,33605,23605,GEOGKEY matches
40758,60765,40758,30758,GEOGKEY matches
31431,60766,31431,21431,GEOGKEY matches
41183,60767,41183,31183,GEOGKEY matches
32679,60768,32679,22679,GEOGKEY matches
40753,60769,40753,30753,GEOGKEY matches
32357,60770,32357,22357,GEOGKEY matches
31132,60771,31132,21132,GEOGKEY matches
31557,60772,31557,21557,GEOGKEY matches
33622,60773,33622,23622,GEOGKEY matches
34526,60774,34526,24526,GEOGKEY matches
32684,60775,32684,22684,GEOGKEY matches
40072,60776,40072,30072,GEOGKEY matches
34523,60777,34523,24523,GEOGKEY matches
34520,60778,34520,24520,GEOGKEY matches
34519,60779,34519,24519,GEOGKEY matches
32352,60780,32352,22352,GEOGKEY matches
32362,60781,32362,22362,GEOGKEY matches
34521,60782,34521,24521,GEOGKEY matches
34522,60783,34522,24522,GEOGKEY matches
33621,60784,33621,23621,GEOGKEY matches
31489,60785,31489,21489,GEOGKEY matches
40073,60786,40073,30073,GEOGKEY matches
41107,60787,41107,31107,GEOGKEY matches
34525,60788,34525,24525,GEOGKEY matches
34524,60789,34524,24524,GEOGKEY matches
40071,60791,40071,30071,GEOGKEY matches
40068,60793,40068,30068,GEOGKEY matches
32211,60795,32211,22211,GEOGKEY matches
31730,60796,31730,21730,GEOGKEY matches
40085,60797,40085,30085,GEOGKEY matches
40746,60798,40746,30746,GEOGKEY matches
31166,60799,31166,21166,GEOGKEY matches
36587,60800,36587,26587,GEOGKEY matches
36773,60801,36773,26773,GEOGKEY matches
32301,60802,32301,22301,GEOGKEY matches
31131,60803,31131,21131,GEOGKEY matches
36759,60804,36759,26759,GEOGKEY matches
32848,60805,32848,22848,GEOGKEY matches
40744,60806,40744,30744,GEOGKEY matches
31167,60807,31167,21167,GEOGKEY matches
32300,60808,32300,22300,GEOGKEY matches
32299,60809,32299,22299,GEOGKEY matches
31130,60810,31130,21130,GEOGKEY matches
40708,60811,40708,30708,GEOGKEY matches
34517,60812,34517,24517,GEOGKEY matches
34516,60813,34516,24516,GEOGKEY matches
31449,60814,31449,21449,GEOGKEY matches
33620,60815,33620,23620,GEOGKEY matches
32298,60816,32298,22298,GEOGKEY matches
34518,60817,34518,24518,GEOGKEY matches
33619,60819,33619,23619,GEOGKEY matches
31448,60820,31448,21448,GEOGKEY matches
36343,60821,36343,26343,GEOGKEY matches
34514,60822,34514,24514,GEOGKEY matches
34515,60823,34515,24515,GEOGKEY matches
31168,60824,31168,21168,GEOGKEY matches
32203,60825,32203,22203,GEOGKEY matches
40967,60826,40967,30967,GEOGKEY matches
32297,60827,32297,22297,GEOGKEY matches
31129,60828,31129,21129,GEOGKEY matches
40737,60829,40737,30737,GEOGKEY matches
40735,60830,40735,30735,GEOGKEY matches
33395,60831,33395,23395,GEOGKEY matches
31428,60832,31428,21428,GEOGKEY matches
31427,60833,31427,21427,GEOGKEY matches
33392,60834,33392,23392,GEOGKEY matches
40705,60835,40705,30705,GEOGKEY matches
39075,60836,39075,29075,GEOGKEY matches
36578,60837,36578,26578,GEOGKEY matches
36579,60838,36579,26579,GEOGKEY matches
39013,60839,39013,29013,GEOGKEY matches
36577,60840,36577,26577,GEOGKEY matches
36576,60841,36576,26576,GEOGKEY matches
40712,60842,40712,30712,GEOGKEY matches
30408,60843,30408,20408,GEOGKEY matches
30420,60844,30420,20420,GEOGKEY matches
40771,60845,40771,30771,GEOGKEY matches
40730,60846,40730,30730,GEOGKEY matches
32291,60847,32291,22291,GEOGKEY matches
31127,60848,31127,21127,GEOGKEY matches
31170,60849,31170,21170,GEOGKEY matches
32292,60850,32292,22292,GEOGKEY matches
40770,60851,40770,30770,GEOGKEY matches
36581,60852,36581,26581,GEOGKEY matches
36583,60853,36583,26583,GEOGKEY matches
40772,60854,40772,30772,GEOGKEY matches
36582,60855,36582,26582,GEOGKEY matches
36580,60856,36580,26580,GEOGKEY matches
40723,60857,40723,30723,GEOGKEY matches
36296,60858,36296,26296,GEOGKEY matches
40724,60859,40724,30724,GEOGKEY matches
34152,60860,34152,24152,GEOGKEY matches
36322,60861,36322,26322,GEOGKEY matches
35979,60862,35979,25979,GEOGKEY matches
39139,60863,39139,29139,GEOGKEY matches
32198,60864,32198,22198,GEOGKEY matches
31126,60865,31126,21126,GEOGKEY matches
34153,60866,34153,24153,GEOGKEY matches
31171,60867,31171,21171,GEOGKEY matches
32199,60868,32199,22199,GEOGKEY matches
40722,60869,40722,30722,GEOGKEY matches
40715,60870,40715,30715,GEOGKEY matches
40721,60871,40721,30721,GEOGKEY matches
32191,60872,32191,22191,GEOGKEY matches
31125,60873,31125,21125,GEOGKEY matches
31172,60874,31172,21172,GEOGKEY matches
32192,60875,32192,22192,GEOGKEY matches
40717,60876,40717,30717,GEOGKEY matches
31472,60878,31472,21472,GEOGKEY matches
32120,60879,32120,22120,GEOGKEY matches
32117,60880,32117,22117,GEOGKEY matches
31124,60881,31124,21124,GEOGKEY matches
33585,60882,33585,23585,GEOGKEY matches
40716,60883,40716,30716,GEOGKEY matches
32189,60884,32189,22189,GEOGKEY matches
33587,60885,33587,23587,GEOGKEY matches
33592,60886,33592,23592,GEOGKEY matches
30282,60887,30282,20282,GEOGKEY matches
32123,60888,32123,22123,GEOGKEY matches
32140,60889,32140,22140,GEOGKEY matches
40149,60890,40149,30149,GEOGKEY matches
33591,60891,33591,23591,GEOGKEY matches
32124,60892,32124,22124,GEOGKEY matches
30257,60893,30257,20257,GEOGKEY matches
32046,60894,32046,22046,GEOGKEY matches
31406,60895,31406,21406,GEOGKEY matches
33924,60896,33924,23924,GEOGKEY matches
31173,60897,31173,21173,GEOGKEY matches
32047,60898,32047,22047,GEOGKEY matches
36778,60899,36778,26778,GEOGKEY matches
40152,60900,40152,30152,GEOGKEY matches
32114,60901,32114,22114,GEOGKEY matches
31123,60902,31123,21123,GEOGKEY matches
40145,60903,40145,30145,GEOGKEY matches
32311,60904,32311,22311,GEOGKEY matches
31174,60905,31174,21174,GEOGKEY matches
32044,60906,32044,22044,GEOGKEY matches
40143,60907,40143,30143,GEOGKEY matches
40144,60908,40144,30144,GEOGKEY matches
30168,60909,30168,20168,GEOGKEY matches
40593,60910,40593,30593,GEOGKEY matches
40594,60911,40594,30594,GEOGKEY matches
40140,60912,40140,30140,GEOGKEY matches
40595,60913,40595,30595,GEOGKEY matches
40596,60914,40596,30596,GEOGKEY matches
40142,60915,40142,30142,GEOGKEY matches
30184,60916,30184,20184,GEOGKEY matches
40154,60917,40154,30154,GEOGKEY matches
40166,60918,40166,30166,GEOGKEY matches
40598,60919,40598,30598,GEOGKEY matches
40597,60920,40597,30597,GEOGKEY matches
40141,60921,40141,30141,GEOGKEY matches
39037,60922,39037,29037,GEOGKEY matches
40138,60923,40138,30138,GEOGKEY matches
31176,60924,31176,21176,GEOGKEY matches
26004,60925,26004,22038,GEOGKEY matches
30206,60926,30206,20206,GEOGKEY matches
32107,60927,32107,22107,GEOGKEY matches
31121,60928,31121,21121,GEOGKEY matches
40153,60929,40153,30153,GEOGKEY matches
35487,60930,35487,25487,GEOGKEY matches
35474,60931,35474,25474,GEOGKEY matches
34593,60932,34593,24593,GEOGKEY matches
31598,60933,31598,21598,GEOGKEY matches
36442,60934,36442,26442,GEOGKEY matches
33350,60935,33350,23350,GEOGKEY matches
35485,60936,35485,25485,GEOGKEY matches
34594,60937,34594,24594,GEOGKEY matches
36491,60938,36491,26491,GEOGKEY matches
40133,60939,40133,30133,GEOGKEY matches
30252,60940,30252,20252,GEOGKEY matches
36539,60941,36539,26539,GEOGKEY matches
34589,60942,34589,24589,GEOGKEY matches
31647,60943,31647,21647,GEOGKEY matches
34590,60944,34590,24590,GEOGKEY matches
32100,60945,32100,22100,GEOGKEY matches
32035,60946,32035,22035,GEOGKEY matches
34330,60947,34330,24330,GEOGKEY matches
34592,60948,34592,24592,GEOGKEY matches
34591,60949,34591,24591,GEOGKEY matches
30187,60950,30187,20187,GEOGKEY matches
34588,60951,34588,24588,GEOGKEY matches
31648,60952,31648,21648,GEOGKEY matches
36490,60953,36490,26490,GEOGKEY matches
34595,60954,34595,24595,GEOGKEY matches
32672,60955,32672,22672,GEOGKEY matches
31597,60956,31597,21597,GEOGKEY matches
36489,60957,36489,26489,GEOGKEY matches
31670,60958,31670,21670,GEOGKEY matches
40134,60959,40134,30134,GEOGKEY matches
31177,60960,31177,21177,GEOGKEY matches
32099,60961,32099,22099,GEOGKEY matches
32030,60962,32030,22030,GEOGKEY matches
31120,60963,31120,21120,GEOGKEY matches
40155,60964,40155,30155,GEOGKEY matches
40135,60965,40135,30135,GEOGKEY matches
